MeasurementDate,TempMax,TempMin,TempAvg,TempDeparture,HDD,CDD,Precipitation,NewSnow,SnowDepth
5/20/2020,59,53,56,-13.8,9,0,1.59,0,0
5/21/2020,70,59,64.5,-5.6,0,0,0.67,0,0
5/22/2020,82,62,72,1.7,0,7,0.05,0,0
5/23/2020,85,61,73,2.4,0,8,0,0,0
5/24/2020,87,62,74.5,3.7,0,10,0.12,0,0
5/25/2020,76,62,69,-2.1,0,4,T,0,0
5/26/2020,79,66,72.5,1.1,0,8,0,0,0
5/27/2020,78,67,72.5,0.8,0,8,0.37,0,0
5/28/2020,85,70,77.5,5.6,0,13,0.73,0,0
5/29/2020,81,69,75,2.8,0,10,0.78,0,0
5/30/2020,88,68,78,5.5,0,13,0,0,0
5/31/2020,77,57,67,-5.7,0,2,0,0,0
6/1/2020,77,54,65.5,-7.5,0,1,0,0,0
6/2/2020,85,55,70,-3.3,0,5,0,0,0
6/3/2020,91,67,79,5.4,0,14,0,0,0
6/4/2020,92,71,81.5,7.7,0,17,0,0,0
6/5/2020,88,71,79.5,5.4,0,15,T,0,0
6/6/2020,90,72,81,6.6,0,16,0,0,0
6/7/2020,88,69,78.5,3.8,0,14,0,0,0
6/8/2020,88,71,79.5,4.6,0,15,0,0,0
6/9/2020,90,73,81.5,6.3,0,17,T,0,0
6/10/2020,92,76,84,8.5,0,19,0.05,0,0
6/11/2020,88,71,79.5,3.8,0,15,0.11,0,0
6/12/2020,85,68,76.5,0.5,0,12,0,0,0
6/13/2020,83,63,73,-3.3,0,8,0,0,0
6/14/2020,81,59,70,-6.5,0,5,0,0,0
6/15/2020,65,58,61.5,-15.3,3,0,0.77,0,0
6/16/2020,62,59,60.5,-16.5,4,0,0.52,0,0
6/17/2020,76,61,68.5,-8.8,0,4,0.1,0,0
6/18/2020,80,59,69.5,-8,0,5,0,0,0
6/19/2020,86,66,76,-1.7,0,11,0.8,0,0
6/20/2020,84,64,74,-3.9,0,9,0,0,0
6/21/2020,89,62,75.5,-2.6,0,11,0,0,0
6/22/2020,91,70,80.5,2.1,0,16,0,0,0
6/23/2020,89,72,80.5,2,0,16,T,0,0
6/24/2020,88,70,79,0.3,0,14,0,0,0
6/25/2020,86,71,78.5,-0.4,0,14,T,0,0
6/26/2020,89,63,76,-3.1,0,11,0,0,0
6/27/2020,91,66,78.5,-0.8,0,14,0,0,0
6/28/2020,91,70,80.5,1.1,0,16,0.06,0,0
6/29/2020,91,72,81.5,1.9,0,17,0,0,0
6/30/2020,92,70,81,1.3,0,16,0.21,0,0
7/1/2020,90,69,79.5,-0.3,0,15,T,0,0
7/2/2020,90,70,80,0,0,15,0,0,0
7/3/2020,94,66,80,-0.1,0,15,0,0,0
7/4/2020,94,68,81,0.8,0,16,0.07,0,0
7/5/2020,92,70,81,0.7,0,16,0.4,0,0
7/6/2020,92,68,80,-0.3,0,15,T,0,0
7/7/2020,87,71,79,-1.4,0,14,T,0,0
7/8/2020,89,74,81.5,1,0,17,T,0,0
7/9/2020,90,73,81.5,0.9,0,17,T,0,0
7/10/2020,95,71,83,2.4,0,18,0.25,0,0
7/11/2020,92,70,81,0.4,0,16,0.02,0,0
7/12/2020,93,67,80,-0.7,0,15,0,0,0
7/13/2020,92,68,80,-0.7,0,15,0.08,0,0
7/14/2020,95,68,81.5,0.8,0,17,0,0,0
7/15/2020,94,71,82.5,1.8,0,18,0,0,0
7/16/2020,94,74,84,3.2,0,19,0,0,0
7/17/2020,95,73,84,3.2,0,19,0.96,0,0
7/18/2020,94,72,83,2.3,0,18,0,0,0
7/19/2020,95,72,83.5,2.8,0,19,0,0,0
7/20/2020,97,76,86.5,5.8,0,22,0,0,0
7/21/2020,97,74,85.5,4.8,0,21,0,0,0
7/22/2020,96,73,84.5,3.8,0,20,0,0,0
7/23/2020,95,73,84,3.4,0,19,0.36,0,0
7/24/2020,90,72,81,0.4,0,16,0.01,0,0
7/25/2020,94,71,82.5,1.9,0,18,0.38,0,0
7/26/2020,95,73,84,3.5,0,19,0,0,0
7/27/2020,96,74,85,4.5,0,20,0,0,0
7/28/2020,97,73,85,4.6,0,20,1.03,0,0
7/29/2020,92,72,82,1.6,0,17,0.59,0,0
7/30/2020,89,72,80.5,0.2,0,16,T,0,0
7/31/2020,92,77,84.5,4.2,0,20,0,0,0
8/1/2020,94,75,84.5,4.3,0,20,0,0,0
8/2/2020,94,75,84.5,4.4,0,20,0,0,0
8/3/2020,84,71,77.5,-2.6,0,13,1.01,0,0
8/4/2020,88,69,78.5,-1.5,0,14,1.64,0,0
8/5/2020,89,71,80,0.1,0,15,0,0,0
8/6/2020,87,72,79.5,-0.4,0,15,0.06,0,0
8/7/2020,89,72,80.5,0.7,0,16,0.01,0,0
8/8/2020,90,71,80.5,0.8,0,16,0,0,0
8/9/2020,92,70,81,1.4,0,16,0.02,0,0
8/10/2020,89,71,80,0.5,0,15,0,0,0
8/11/2020,90,71,80.5,1,0,16,0,0,0
8/12/2020,91,72,81.5,2.1,0,17,0,0,0
8/13/2020,90,73,81.5,2.2,0,17,0.06,0,0
8/14/2020,89,72,80.5,1.3,0,16,0.63,0,0
8/15/2020,87,71,79,-0.1,0,14,1.38,0,0
8/16/2020,79,67,73,-6,0,8,0.02,0,0
8/17/2020,86,64,75,-3.9,0,10,0.11,0,0
8/18/2020,87,65,76,-2.7,0,11,0,0,0
8/19/2020,87,66,76.5,-2.1,0,12,1.07,0,0
8/20/2020,85,68,76.5,-2,0,12,0,0,0
8/21/2020,84,71,77.5,-0.9,0,13,T,0,0
8/22/2020,86,73,79.5,1.3,0,15,0.01,0,0
8/23/2020,89,72,80.5,2.4,0,16,0,0,0
8/24/2020,86,74,80,2,0,15,T,0,0
8/25/2020,91,73,82,4.2,0,17,0,0,0
8/26/2020,89,71,80,2.3,0,15,0,0,0
8/27/2020,93,71,82,4.5,0,17,0,0,0
8/28/2020,92,76,84,6.7,0,19,T,0,0
8/29/2020,87,77,82,4.9,0,17,0.03,0,0
8/30/2020,88,69,78.5,1.5,0,14,0,0,0
8/31/2020,90,74,82,5.2,0,17,2.3,0,0
9/1/2020,82,73,77.5,0.9,0,13,0.01,0,0
9/2/2020,92,72,82,5.6,0,17,0,0,0
9/3/2020,93,76,84.5,8.3,0,20,0,0,0
9/4/2020,92,73,82.5,6.6,0,18,0,0,0
9/5/2020,81,61,71,-4.7,0,6,0,0,0
9/6/2020,82,57,69.5,-6,0,5,0,0,0
9/7/2020,83,57,70,-5.2,0,5,0,0,0
9/8/2020,84,62,73,-2,0,8,0.03,0,0
9/9/2020,82,72,77,2.3,0,12,0.03,0,0
9/10/2020,88,74,81,6.6,0,16,T,0,0
9/11/2020,88,73,80.5,6.3,0,16,0.05,0,0
9/12/2020,80,68,74,0.1,0,9,0.01,0,0
9/13/2020,85,64,74.5,0.9,0,10,0,0,0
9/14/2020,85,66,75.5,2.2,0,11,0,0,0
9/15/2020,75,59,67,-6,0,2,0,0,0
9/16/2020,79,56,67.5,-5.2,0,3,0,0,0
9/17/2020,73,68,70.5,-1.9,0,6,2.08,0,0
9/18/2020,75,64,69.5,-2.5,0,5,0.1,0,0
9/19/2020,66,51,58.5,-13.2,6,0,0,0,0
9/20/2020,70,51,60.5,-10.9,4,0,0,0,0
9/21/2020,68,48,58,-13,7,0,0,0,0
9/22/2020,72,44,58,-12.7,7,0,0,0,0
9/23/2020,73,50,61.5,-8.8,3,0,0,0,0
9/24/2020,72,58,65,-5,0,0,0.11,0,0
9/25/2020,69,61,65,-4.6,0,0,1.9,T,0
9/26/2020,73,59,66,-3.3,0,1,T,0,0
9/27/2020,79,58,68.5,-0.4,0,4,T,0,0
9/28/2020,83,63,73,4.5,0,8,0.01,0,0
9/29/2020,85,59,72,3.9,0,7,0.68,0,0
9/30/2020,72,53,62.5,-5.3,2,0,T,0,0
10/1/2020,81,53,67,-0.4,0,2,0,0,0
10/2/2020,71,49,60,-7,5,0,0,0,0
10/3/2020,72,46,59,-7.6,6,0,0,0,0
10/4/2020,68,48,58,-8.2,7,0,0,0,0
10/5/2020,74,47,60.5,-5.3,4,0,0,0,0
10/6/2020,78,48,63,-2.5,2,0,0,0,0
10/7/2020,83,57,70,4.9,0,5,0,0,0
10/8/2020,83,58,70.5,5.8,0,6,0,0,0
10/9/2020,72,56,64,-0.3,1,0,0,0,0
10/10/2020,75,62,68.5,4.6,0,4,0.7,0,0
10/11/2020,68,64,66,2.5,0,1,0.79,0,0
10/12/2020,73,64,68.5,5.4,0,4,T,0,0
10/13/2020,82,54,68,5.3,0,3,T,0,0
10/14/2020,76,51,63.5,1.2,1,0,0,0,0
10/15/2020,80,53,66.5,4.5,0,2,T,0,0
10/16/2020,70,55,62.5,0.9,2,0,0.79,0,0
10/17/2020,64,46,55,-6.2,10,0,0,0,0
10/18/2020,70,40,55,-5.8,10,0,0,0,0
10/19/2020,75,51,63,2.6,2,0,0,0,0
10/20/2020,80,53,66.5,6.4,0,2,0,0,0
10/21/2020,83,63,73,13.3,0,8,0,0,0
10/22/2020,81,59,70,10.7,0,5,0,0,0
10/23/2020,80,57,68.5,9.5,0,4,0,0,0
10/24/2020,83,60,71.5,12.9,0,7,0,0,0
10/25/2020,68,51,59.5,1.3,5,0,0.1,0,0
10/26/2020,73,50,61.5,3.6,3,0,0.02,0,0
10/27/2020,77,53,65,7.5,0,0,0,0,0
10/28/2020,72,57,64.5,7.3,0,0,0.05,0,0
10/29/2020,82,68,75,18.2,0,10,0.01,0,0
10/30/2020,74,48,61,4.5,4,0,0.28,0,0
10/31/2020,60,44,52,-4.2,13,0,0,0,0
11/1/2020,63,48,55.5,-0.3,9,0,0.38,0,0
11/2/2020,54,35,44.5,-11,20,0,0,0,0
11/3/2020,66,33,49.5,-5.7,15,0,0,0,0
11/4/2020,70,37,53.5,-1.3,11,0,0,0,0
11/5/2020,74,40,57,2.5,8,0,0,0,0
11/6/2020,75,50,62.5,8.3,2,0,0,0,0
11/7/2020,77,54,65.5,11.6,0,1,0,0,0
11/8/2020,79,52,65.5,11.9,0,1,0,0,0
11/9/2020,76,53,64.5,11.2,0,0,0,0,0
11/10/2020,79,54,66.5,13.5,0,2,T,0,0
11/11/2020,78,68,73,20.3,0,8,0.23,0,0
11/12/2020,71,59,65,12.6,0,0,2.94,0,0
11/13/2020,67,51,59,6.9,6,0,T,0,0
11/14/2020,66,43,54.5,2.7,10,0,0,0,0
11/15/2020,76,51,63.5,12,1,0,T,0,0
11/16/2020,63,43,53,1.8,12,0,0,0,0
11/17/2020,62,35,48.5,-2.4,16,0,0,0,0
11/18/2020,52,31,41.5,-9.2,23,0,0,0,0
11/19/2020,57,28,42.5,-7.9,22,0,0,0,0
11/20/2020,69,31,50,-0.1,15,0,0,0,0
11/21/2020,73,41,57,7.1,8,0,0,0,0
11/22/2020,70,41,55.5,5.9,9,0,0,0,0
11/23/2020,63,40,51.5,2.1,13,0,0.01,0,0
11/24/2020,55,32,43.5,-5.6,21,0,0,0,0
11/25/2020,67,37,52,3.1,13,0,0,0,0
11/26/2020,68,55,61.5,12.9,3,0,0.02,0,0
11/27/2020,67,49,58,9.6,7,0,0,0,0
11/28/2020,67,41,54,5.9,11,0,0,0,0
11/29/2020,63,36,49.5,1.6,15,0,0.54,0,0
11/30/2020,69,46,57.5,9.8,7,0,1.17,0,0
12/1/2020,47,32,39.5,-7.9,25,0,0,0,0
12/2/2020,53,29,41,-6.2,24,0,0,0,0
12/3/2020,58,26,42,-5,23,0,0,0,0
12/4/2020,65,39,52,5.2,13,0,0.31,0,0
12/5/2020,57,37,47,0.4,18,0,0.08,0,0
12/6/2020,55,28,41.5,-4.8,23,0,0,0,0
12/7/2020,44,35,39.5,-6.6,25,0,0.35,T,0
12/8/2020,48,27,37.5,-8.4,27,0,0,0,0
12/9/2020,53,26,39.5,-6.2,25,0,0,0,0
12/10/2020,61,31,46,0.5,19,0,0,0,0
12/11/2020,68,35,51.5,6.2,13,0,0,0,0
12/12/2020,65,44,54.5,9.4,10,0,0,0,0
12/13/2020,69,50,59.5,14.6,5,0,0.07,0,0
12/14/2020,59,37,48,3.3,17,0,1.12,0,0
12/15/2020,45,29,37,-7.6,28,0,T,0,0
12/16/2020,39,35,37,-7.4,28,0,0.94,0,0
12/17/2020,52,35,43.5,-0.7,21,0,0,0,0
12/18/2020,48,29,38.5,-5.5,26,0,0,0,0
12/19/2020,49,26,37.5,-6.4,27,0,0,0,0
12/20/2020,46,35,40.5,-3.2,24,0,0.47,0,0
12/21/2020,55,42,48.5,4.9,16,0,0,0,0
12/22/2020,56,32,44,0.6,21,0,0,0,0
12/23/2020,57,27,42,-1.3,23,0,0,0,0
12/24/2020,65,49,57,13.9,8,0,1.76,0,0
12/25/2020,57,26,41.5,-1.5,23,0,0.05,T,0
12/26/2020,41,20,30.5,-12.3,34,0,0,0,0
12/27/2020,51,24,37.5,-5.2,27,0,0,0,0
12/28/2020,61,31,46,3.4,19,0,0,0,0
12/29/2020,51,32,41.5,-1,23,0,0,0,0
12/30/2020,46,26,36,-6.4,29,0,0.06,0,0
12/31/2020,55,41,48,5.7,17,0,0.41,0,0
